procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0    174     14    434    0    0     0     0  523 1930  1  1 98  0  0
 0  0      0    174     14    434    0    0     0     0 1221 4580  1  3 96  0  0
 0  0      0    174     14    434    0    0     0     0  365 1210  0  0 100  0  0
 0  0      0    174     14    434    0    0     0     0 1298 5237  1  1 98  0  0
 0  0      0    174     14    434    0    0     0     0 1102 4740  2  1 97  0  0
 0  0      0    174     14    434    0    0     0     0  368 1319  0  0 99  0  1
 0  0      0    174     14    434    0    0     0     0  382 1344  1  1 98  0  0
 0  0      0    174     14    434    0    0     0     0  503 1927  1  0 99  0  0
 0  0      0    174     14    434    0    0     0     0 1568 5216  1  2 97  0  0
 0  0      0    174     14    434    0    0     0    16 1371 4171  5  2 93  0  0
 0  0      0    174     14    434    0    0     0     0  937 2437 14  1 85  0  0
 0  0      0    174     14    434    0    0     0     0  710 2019  2  0 98  0  0
 0  0      0    174     14    434    0    0     0     0 1351 4729  2  3 95  0  0
 0  0      0    174     14    434    0    0     0     0 1099 4243  2  1 97  0  0
 0  0      0    174     14    434    0    0     0     4  964 4040  0  1 99  0  0
 3  0      0    170     14    434    0    0     0     0 1236 3610  3  1 96  0  0
 0  0      0    170     14    434    0    0     0     0 1086 3960  1  1 97  0  1
 0  0      0    170     14    434    0    0     0     0  450 1666  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0 1292 4737  1  2 97  0  0
 0  0      0    170     14    434    0    0     0     0  395 1357  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0  873 3454  1  2 97  0  0
 0  0      0    170     14    434    0    0     0     0 1177 4373  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0 1411 4895  4  1 95  0  0
 0  0      0    170     14    434    0    0     0     0  268  968  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0  421 1514  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0 1519 5278  2  2 95  0  1
 1  0      0    170     14    434    0    0     0     0  711 1656  2  0 98  0  0
 0  0      0    170     14    434    0    0     0    32  961 2970  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0  785 2414  1  2 97  0  0
 0  0      0    170     14    434    0    0     0     0  390 1213  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0 1763 6998  3  2 95  0  0
 0  0      0    170     14    434    0    0     0     0 2226 8528  7  4 89  0  0
 0  0      0    170     14    434    0    0     0     0 1390 4748  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0 1054 4514  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     4  826 3024  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  703 2575  1  1 98  0  0
 0  0      0    169     14    434    0    0     0     0 1941 7714  4  2 93  0  1
 0  0      0    169     14    434    0    0     8     0 2837 11637  5  4 91  0  0
 0  0      0    170     14    434    0    0     0     0 1583 6352  2  2 96  0  0
 0  0      0    170     14    434    0    0     0    16  808 3254  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  784 3499  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0 2997 12092  2  1 96  0  1
 0  0      0    170     14    434    0    0     0     0 2102 8997  3  2 95  0  0
 0  0      0    170     14    434    0    0     0     0 1197 5003  0  1 99  0  0
 0  0      0    170     14    434    0    0     0     0 1743 5689  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  629 1999  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0 1332 5177  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  584 2318  0  1 99  0  0
 0  0      0    170     14    434    0    0     0     0  426 1429  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     4 1306 5406  2  0 97  0  1
 0  0      0    170     14    434    0    0     0     0  856 3161  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  598 2580  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0  549 1902  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  684 3182  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0 1825 7378  4  3 93  0  0
 0  0      0    170     14    434    0    0     0     0 1138 3665  3  0 96  0  1
 0  0      0    170     14    434    0    0     0     0  268  774  0  0 100  0  0
 0  0      0    170     14    434    0    0     0    28 1121 3578  2  0 98  0  0
 0  0      0    170     14    434    0    0     0     0 1134 4511  0  2 98  0  0
 0  0      0    170     14    434    0    0     0    24 1296 5168  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  731 2986  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0  813 2626  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0  682 1742  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0 1441 4531  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  779 2765  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0 1878 6723  4  2 94  0  0
 0  0      0    170     14    434    0    0     0     0  244  586  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0 1005 2802  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  583 2030  1  0 99  0  0
 0  0      0    170     14    434    0    0     0    32 2304 8800  2  2 95  0  1
 0  0      0    170     14    434    0    0     0     0 1220 4950  2  1 97  0  0
 0  0      0    170     14    434    0    0     0     0  348 1251  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  793 3434  0  0 100  0  0
 1  0      0    170     14    434    0    0     0     0  838 2795  4  0 96  0  0
 0  0      0    170     14    434    0    0     0     0  637 1505  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0  655 1978  1  1 98  0  0
 1  0      0    170     14    434    0    0     0     0  884 3123  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0 2253 9285  4  1 94  0  1
 0  0      0    170     14    434    0    0     0     0 1789 7092  2  3 95  0  0
 0  0      0    170     14    434    0    0     0     0  863 3334  3  0 97  0  0
 0  0      0    170     14    434    0    0     0     0  684 2723  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     0  919 2677  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0 1077 3578  4  3 93  0  0
 0  0      0    168     14    434    0    0     0     0  827 1868  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  567 1579  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0  485 1492  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  673 2229  2  1 97  0  0
 0  0      0    168     14    434    0    0     0    32 1423 6125  2  2 96  0  0
 0  0      0    168     14    434    0    0     0     0 1811 6333  4  1 95  0  0
 1  0      0    168     14    434    0    0     0     0 1035 3272  1  1 97  0  1
 0  0      0    168     14    434    0    0     0     0 1544 5428  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0 1981 6567  4  1 95  0  0
 0  0      0    168     14    434    0    0     0     0  736 2430  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  900 2900  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  452 1410  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0  649 2187  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0 1942 6616  2  2 96  0  0
 1  0      0    168     14    434    0    0     0     0  670 2262  1  0 98  0  1
 1  0      0    168     14    434    0    0     0     0 1543 5212  1  1 98  0  0
 0  0      0    168     14    434    0    0     0    16 1279 4512  0  2 98  0  0
 0  0      0    168     14    434    0    0     0     0  973 3026  1  1 98  0  0
 0  0      0    168     14    434    0    0     0     0  982 3263  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0 1551 5102  3  1 96  0  0
 0  0      0    168     14    434    0    0     0     0  610 1997  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     8 1423 4851  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0 1751 5450  3  2 95  0  0
 0  0      0    168     14    434    0    0     0     0  589 1550  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  486 1335  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     0  301  721  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0 1317 4929  2  3 94  0  1
 1  0      0    168     14    434    0    0     0     0 1106 4114  1  1 98  0  0
 0  0      0    168     14    434    0    0     0     0  767 2788  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  905 3534  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0  807 2723  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     4  940 2764  4  1 95  0  0
 0  0      0    168     14    434    0    0     0     0  586 1008  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0 1356 4190  1  1 98  0  0
 0  0      0    168     14    434    0    0     0    32  892 3301  3  1 94  1  1
 0  0      0    168     14    434    0    0     0     0  441 1333  0  0 100  0  0
 0  0      0    168     14    434    0    0     0    16 1678 6271  3  4 93  0  0
 0  0      0    168     14    434    0    0     0     0 2616 9962  4  3 93  0  0
 0  0      0    168     14    434    0    0     0     0  439 1506  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0 1152 4121  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0 1224 4759  2  2 96  0  0
 0  0      0    168     14    434    0    0     0     0 1179 4267  2  0 98  0  0
 0  0      0    168     14    434    0    0     0     0 1473 5230  2  2 96  0  0
 0  0      0    168     14    434    0    0     0     0 1116 3946  2  1 97  0  0
 0  0      0    168     14    434    0    0     0     0  898 3066  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0 1452 5185  1  2 97  0  0
 0  0      0    168     14    434    0    0     0    16 1661 6745  2  2 95  0  1
 0  0      0    168     14    434    0    0     0     0  673 2107  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     0  337 1177  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0  526 1895  0  1 99  0  0
 0  0      0    168     14    434    0    0     0     0  761 2668  2  0 98  0  0
 0  0      0    168     14    434    0    0     0     0  817 2835  1  0 99  0  0
 0  0      0    168     14    434    0    0     0     0 1019 3635  2  0 98  0  0
 0  0      0    168     14    434    0    0     0     0  610 2047  1  1 98  0  0
 2  0      0    168     14    434    0    0     0     0  673 2415  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  364 1171  1  1 98  0  0
 0  0      0    168     14    434    0    0     0     4  711 2614  1  0 98  0  1
 0  0      0    168     14    434    0    0     0     0 2404 9697  5  2 93  0  0
 0  0      0    168     14    434    0    0     0     0 1195 3959  3  1 96  0  0
 0  0      0    168     14    434    0    0     0     0  977 3133  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0 1232 5203  3  0 97  0  0
 0  0      0    166     14    434    0    0     0     0 1048 3883  2  1 97  0  0
 0  0      0    166     14    434    0    0     0     0  973 3548  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  786 2555  2  0 98  0  0
 0  0      0    166     14    434    0    0     0    20  335 1134  0  2 98  0  0
 0  0      0    166     14    434    0    0     0     0 1317 4361  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     4  796 2539  0  1 99  0  0
 0  0      0    166     14    434    0    0     0     0 1447 5475  2  2 95  0  1
 0  0      0    166     14    434    0    0     0     0 1333 4464  4  2 94  0  0
 0  0      0    166     14    434    0    0     0     0 1551 5587  1  3 96  0  0
 0  0      0    166     14    434    0    0     0     0  760 2855  2  0 98  0  0
 1  0      0    166     14    434    0    0     0     0  773 2701  0  1 99  0  0
 2  0      0    166     14    434    0    0     0     0  698 2567  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0 1945 7970  1  3 96  0  0
 0  0      0    166     14    434    0    0     0     0 2217 8415  2  2 95  0  1
 0  0      0    166     14    434    0    0     0     0  678 2504  0  2 98  0  0
 0  0      0    166     14    434    0    0     0    16  868 3404  2  0 98  0  0
 0  0      0    166     14    434    0    0     0     0  340 1127  0  0 100  0  0
 0  0      0    166     14    434    0    0     0     0 1074 4356  1  2 97  0  0
 0  0      0    166     14    434    0    0     0     0 1509 5860  2  1 97  0  0
 0  0      0    166     14    434    0    0     0     0 1036 4225  1  0 99  0  0
 0  0      0    166     14    434    0    0     0     0 1472 5657  2  2 96  0  0
 0  0      0    166     14    434    0    0     0     0 1159 4356  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  635 2252  1  0 99  0  0
 1  0      0    166     14    434    0    0     0     0 1673 6265  2  2 96  0  0
 0  0      0    166     14    434    0    0     0     0  749 2996  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  964 4000  1  2 96  0  1
 1  0      0    166     14    434    0    0     0     0 1235 4885  0  0 100  0  0
 0  0      0    166     14    434    0    0     0     0 1357 5463  4  1 95  0  0
 0  0      0    166     14    434    0    0     0     0  648 2411  0  0 100  0  0
 0  0      0    166     14    434    0    0     0     0  587 2226  0  1 99  0  0
 1  0      0    166     14    434    0    0     0     8 1015 3832  1  0 99  0  0
 0  0      0    166     14    434    0    0     0     0  658 2629  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0 1308 4855  3  2 95  0  0
 0  0      0    166     14    434    0    0     0    32 1622 4886  2  1 96  0  1
 0  0      0    166     14    434    0    0     0     0  887 3307  1  1 98  0  0
 0  0      0    166     14    434    0    0     0    16 1235 5009  2  0 98  0  0
 0  0      0    166     14    434    0    0     0     0 1237 4797  2  0 98  0  0
 0  0      0    166     14    434    0    0     0     0 1256 4918  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  673 2427  0  1 99  0  0
 0  0      0    166     14    434    0    0     0     0  927 3788  1  2 97  0  0
 0  0      0    166     14    434    0    0     0     0  502 1764  2  0 98  0  0
 0  0      0    166     14    434    0    0     0     0  558 2041  0  0 100  0  0
 0  0      0    166     14    434    0    0     0     0 2134 8547  3  3 94  0  0
 0  0      0    166     14    434    0    0     0     0 1117 4179  3  1 96  0  0
 0  0      0    166     14    434    0    0     0     0  786 3064  0  2 98  0  0
 0  0      0    166     14    434    0    0     0    16 1863 7124  2  1 96  0  1
 0  0      0    166     14    434    0    0     0     0 1178 4482  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  573 1933  0  0 100  0  0
 0  0      0    166     14    434    0    0     0     0 1313 5112  2  1 97  0  0
 0  0      0    166     14    434    0    0     0     0 2872 11262  2  2 96  0  0
 0  0      0    166     14    434    0    0     0     0 2343 9197  2  3 94  0  1
 0  0      0    166     14    434    0    0     0     0 1026 4074  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0  772 2848  0  1 99  0  0
 0  0      0    166     14    434    0    0     0     0  729 2663  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0 1307 4931  1  2 97  0  0
 0  0      0    166     14    434    0    0     0     0 1041 4224  2  0 98  0  0
 0  0      0    166     14    434    0    0     0     0  834 3172  1  0 99  0  0
 0  0      0    166     14    434    0    0     0     0  378 1423  1  0 99  0  0
 0  0      0    166     14    434    0    0     0     0  899 3236  1  1 98  0  0
 0  0      0    166     14    434    0    0     0     0 1496 5873  2  1 97  0  0
 3  0      0    166     14    434    0    0     0     0  940 3496  1  0 99  0  0
 0  0      0    166     14    434    0    0     0     0 2573 10550  3  2 94  0  1
 0  0      0    166     14    434    0    0     0     0  975 3628  2  1 97  0  0
 0  0      0    164     14    434    0    0     0    16 2106 7273  5  1 94  0  0
 0  0      0    164     14    434    0    0     0     0  480 1128  0  0 100  0  0
 0  0      0    164     14    434    0    0     0    12  766 2314  0  0 100  0  0
 3  0      0    164     14    434    0    0     0     0 1406 4764  2  1 97  0  0
 0  0      0    164     14    434    0    0     0     0  493 1903  0  1 99  0  0
 0  0      0    164     14    434    0    0     0     0  159  614  0  0 100  0  0
 0  0      0    164     14    434    0    0     0     0  172  666  0  0 100  0  0
 0  0      0    164     14    434    0    0     0     0  180  687  0  0 100  0  0
 0  0      0    164     14    434    0    0     0     0  163  632  0  0 99  0  1
 0  0      0    164     14    434    0    0     0     0  161  641  0  0 100  0  0
 0  0      0    164     14    434    0    0     0     0  177  688  0  0 100  0  0
 0  0      0    164     14    434    0    0     0     0  171  667  0  0 100  0  0
 0  0      0    163     14    434    0    0     0    60  197  705  2  0 98  0  0
 0  0      0    162     14    434    0    0     0     0  174  676  0  1 99  0  0
 0  0      0    162     14    435    0    0     0     0  214  803  4  2 94  0  0
 0  0      0    158     14    435    0    0     0     0  252  542  1  1 98  0  0
 0  0      0    161     14    435    0    0     0     0  252  882 13  6 81  0  0
 0  0      0    161     14    435    0    0     0     0  178  611  0  0 100  0  0
