procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0    190     14    434    0    0     0     0  828 2324  6  2 92  0  0
 0  0      0    190     14    434    0    0     0     0  527  969  2  1 97  0  0
 1  0      0    189     14    434    0    0     0     0  691 1001 40  0 60  0  0
 0  0      0    189     14    434    0    0     0     0  530  757 11  0 89  0  0
 0  0      0    189     14    434    0    0     0     0  895 1667  5  2 93  0  0
 0  0      0    189     14    434    0    0     0     0 2184 5376  7  3 90  0  0
 0  0      0    189     14    434    0    0     0     0  654 1092 11  1 88  0  0
 0  0      0    189     14    434    0    0     0     0 1076 1458 26  1 73  0  0
 0  0      0    189     14    434    0    0     0     0 1724 2535 14  2 84  0  0
 0  0      0    189     14    434    0    0     0     0  720 2034  1  1 98  0  0
 0  0      0    189     14    434    0    0     0     0  739 2054  1  1 98  0  0
 0  0      0    189     14    434    0    0     0     0 1335 1949 11  1 88  0  0
 0  0      0    189     14    434    0    0     0     0 1206 3341  3  2 95  0  0
 0  0      0    189     14    434    0    0     0     0 1989 4294 10  2 88  0  0
 0  0      0    189     14    434    0    0     0     0 1433 2768  7  1 92  0  0
 0  0      0    189     14    434    0    0     0     0  760 2776  1  2 97  0  0
 0  0      0    189     14    434    0    0     0   108  754 2747  1  1 98  0  0
 0  0      0    189     14    434    0    0     0     0  622 2302  2  0 98  0  0
 0  0      0    180     14    434    0    0     0     0  514 1484  7  1 91  0  1
 0  0      0    180     14    434    0    0     0     0  536 1425  1  1 98  0  0
 1  0      0    180     14    434    0    0     0     0  679 1285  8  1 91  0  0
 0  0      0    180     14    434    0    0     0     8 1824 3387 13  2 85  0  0
 0  0      0    180     14    434    0    0     0     0  764 1700  1  1 98  0  0
 1  0      0    182     14    434    0    0     0     0 1260 3630  2  2 96  0  0
 0  0      0    182     14    434    0    0     0     0  567 1561 16  0 84  0  0
 0  0      0    182     14    434    0    0     0     0  547 1697  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0 1327 4357  4  1 95  0  0
 0  0      0    182     14    434    0    0     0     0  512 1649  0  0 100  0  0
 0  0      0    182     14    434    0    0     0     0 1041 3460  1  2 97  0  0
 0  0      0    182     14    434    0    0     0     0 1091 3414  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0 1556 4686  5  2 93  0  0
 0  0      0    182     14    434    0    0     0     4 1368 3638  4  2 94  0  0
 2  0      0    182     14    434    0    0     0     0  747 2326  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0 1766 4867  4  2 94  0  0
 0  0      0    182     14    434    0    0     0     0  371 1245  0  0 100  0  0
 5  0      0    182     14    434    0    0     0     0  759 2045  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0 1160 3936  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0  785 2716  0  2 98  0  0
 2  0      0    182     14    434    0    0     0     0  641 2298  2  0 98  0  0
 0  0      0    182     14    434    0    0     0     0  814 2345  0  1 99  0  0
 0  0      0    182     14    434    0    0     0     0 1085 3778  2  0 98  0  0
 3  0      0    182     14    434    0    0     0     0  744 2446  0  1 98  0  1
 0  0      0    182     14    434    0    0     0     0  787 2613  1  0 99  0  0
 0  0      0    182     14    434    0    0     0     0 1785 5643  3  3 94  0  0
 0  0      0    182     14    434    0    0     0     0  816 2712  1  0 99  0  0
 0  0      0    182     14    434    0    0     0     0 2034 7472  3  4 93  0  0
 1  0      0    182     14    434    0    0     0    64  769 2628  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0  645 2409  1  0 99  0  0
 0  0      0    182     14    434    0    0     0     0 1904 7558  2  3 95  0  0
 0  0      0    182     14    434    0    0     0     0  742 2673  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0 2339 7146  4  4 92  0  0
 0  0      0    182     14    434    0    0     0     0 1604 6044  3  1 96  0  0
 0  0      0    182     14    434    0    0     0     0  737 2910  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0  999 4329  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0 1582 5649  1  2 96  0  1
 0  0      0    182     14    434    0    0     0     0 1526 4901  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     4  706 2187  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0 1805 5316  6  2 92  0  0
 0  0      0    182     14    434    0    0     0     0 2014 6834  6  3 91  0  0
 0  0      0    182     14    434    0    0     0     0  758 2850  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0 1469 6127  3  0 97  0  0
 0  0      0    182     14    434    0    0     0     0 1667 6459  5  1 94  0  0
 0  0      0    182     14    434    0    0     0     0  643 2300  1  2 97  0  0
 0  0      0    182     14    434    0    0     0     0 1004 3159  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0  980 2918  2  0 98  0  0
 0  0      0    182     14    434    0    0     0     0 1277 3937  4  2 94  0  0
 0  0      0    182     14    434    0    0     0     8 1390 4338  4  1 95  0  0
 0  0      0    182     14    434    0    0     0     0  469 1479  0  1 99  0  0
 1  0      0    182     14    434    0    0     0     0  756 2489  1  1 98  0  0
 0  0      0    181     14    434    0    0     0     0 1171 3670  2  1 97  0  0
 0  0      0    182     14    434    0    0     0     0  720 2035  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0  577 1575  0  1 99  0  0
 0  0      0    182     14    434    0    0     0     0 1232 4041  2  1 96  0  1
 0  0      0    182     14    434    0    0     0     0  994 2976  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0  495 1341  1  1 98  0  0
 0  0      0    182     14    434    0    0     0     0  494 1566  0  1 99  0  0
 0  0      0    182     14    434    0    0     0    52  601 1886  1  0 99  0  0
 0  0      0    181     14    434    0    0     0     0 1267 3695  3  2 95  0  0
 0  0      0    182     14    434    0    0     0     0 1724 5224  2  4 94  0  0
 0  0      0    177     14    434    0    0     0     0  528 1310  4  0 96  0  0
 0  0      0    177     14    434    0    0     0     0  371  975  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     4 1386 3971  5  0 95  0  0
 0  0      0    177     14    434    0    0     0     0 1030 2062  4  2 94  0  0
 0  0      0    177     14    434    0    0     0     0 1209 3407  1  0 99  0  0
 0  0      0    177     14    434    0    0     0     0 1230 4001  4  2 93  0  1
 0  0      0    177     14    434    0    0     0     0  716 2362  3  1 96  0  0
 0  0      0    177     14    434    0    0     0     0  478 1494  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0 1099 2703  5  1 94  0  0
 0  0      0    177     14    434    0    0     0     0  706 1959  1  0 99  0  0
 0  0      0    177     14    434    0    0     0     0  511 1502  0  2 98  0  0
 1  0      0    177     14    434    0    0     0     0 1217 4494  3  2 95  0  0
 0  0      0    177     14    434    0    0     0     0  817 1235  4  0 96  0  0
 0  0      0    177     14    434    0    0     0     0  240  757  0  0 100  0  0
 0  0      0    177     14    434    0    0     0     0 1035 2704  4  1 95  0  0
 0  0      0    177     14    434    0    0     0     0 1183 3852  4  0 96  0  0
 0  0      0    177     14    434    0    0     0     0  541 1833  2  0 98  0  0
 0  0      0    177     14    434    0    0     0     0  841 2662  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  791 2466  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0  809 2372  1  2 97  0  0
 3  0      0    177     14    434    0    0     0     0 1536 5034  4  2 94  0  0
 0  0      0    177     14    434    0    0     0     0 1835 6797  3  2 95  0  0
 0  0      0    177     14    434    0    0     0     4 1523 5819  2  2 96  0  0
 0  0      0    177     14    434    0    0     0     0  832 3562  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0  730 3041  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0 1701 6750  5  2 93  0  0
 0  0      0    177     14    434    0    0     0     0 1513 4307  3  1 95  0  1
 0  0      0    177     14    434    0    0     0    44 2149 8051  4  1 95  0  0
 0  0      0    177     14    434    0    0     0     0 1053 4224  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  827 2968  1  1 98  0  0
 3  0      0    177     14    434    0    0     0     0 1533 5087  4  2 94  0  0
 0  0      0    177     14    434    0    0     0     0 1531 4458  6  1 93  0  0
 0  0      0    177     14    434    0    0     0     0 2037 8184  3  1 96  0  0
 0  0      0    177     14    434    0    0     0     0 1437 6194  3  3 94  0  0
 0  0      0    177     14    434    0    0     0     0  656 2619  1  0 99  0  0
 0  0      0    177     14    434    0    0     0     0  947 3616  0  2 98  0  0
 0  0      0    177     14    434    0    0     0     0  933 2929  3  1 96  0  0
 0  0      0    177     14    434    0    0     0     0  597 1831  1  0 98  0  1
 0  0      0    177     14    434    0    0     0     0  342  988  0  0 100  0  0
 0  0      0    177     14    434    0    0     0     0 1176 3700  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  822 2260  4  1 95  0  0
 0  0      0    177     14    434    0    0     0     0  517 1610  0  0 100  0  0
 0  0      0    177     14    434    0    0     0     0  998 3135  1  2 97  0  0
 0  0      0    177     14    434    0    0     0     0 1154 4490  3  1 96  0  0
 0  0      0    177     14    434    0    0     0     0 1055 4243  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0 1037 3898  0  3 97  0  0
 0  0      0    177     14    434    0    0     0     0  670 2418  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0 1102 3365  3  1 96  0  0
 0  0      0    177     14    434    0    0     0     0  854 2715  3  0 97  0  0
 0  0      0    177     14    434    0    0     0     0 1302 4103  4  1 95  0  0
 0  0      0    177     14    434    0    0     0     0  645 2014  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0 1059 3328  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  846 2599  2  1 97  0  0
 1  0      0    177     14    434    0    0     0     0  981 3028  3  1 96  0  0
 1  0      0    177     14    434    0    0     0     0  850 2670  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0 1657 4990  3  2 95  0  0
 0  0      0    177     14    434    0    0     0     0  279  909  1  1 98  0  0
 0  0      0    177     14    434    0    0     0    52 1094 3796  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  924 2858  1  1 97  0  1
 0  0      0    177     14    434    0    0     0     0 1767 5337  4  0 96  0  0
 0  0      0    177     14    434    0    0     0    28 1051 3333  2  0 97  1  0
 0  0      0    177     14    434    0    0     0     0  530 1756  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     4  748 2543  1  1 98  0  0
 0  0      0    177     14    434    0    0     0     0 1123 3565  2  1 97  0  0
 0  0      0    177     14    434    0    0     0     0  565 1696  1  0 99  0  0
 0  0      0    175     14    434    0    0     0     0  762 1932  3  3 94  0  0
 0  0      0    175     14    434    0    0     0     0 1737 6250  2  2 96  0  0
 0  0      0    175     14    434    0    0     0     0 1136 3957  3  2 95  0  0
 0  0      0    175     14    434    0    0     0     0 1625 4899  1  4 95  0  0
 0  0      0    175     14    434    0    0     0     0 1070 3449  3  2 95  0  0
 0  0      0    175     14    434    0    0     0     0 1065 3315  3  1 95  0  1
 0  0      0    175     14    434    0    0     0     0  612 1873  0  2 98  0  0
 0  0      0    175     14    434    0    0     0     0  801 2740  1  0 99  0  0
 0  0      0    175     14    434    0    0     0     0  863 2514  3  1 96  0  0
 0  0      0    175     14    434    0    0     0     0  565 1763  0  2 98  0  0
 0  0      0    175     14    434    0    0     0     0  518 1525  3  0 97  0  0
 0  0      0    175     14    434    0    0     0     0  914 2241  1  3 96  0  0
 0  0      0    175     14    434    0    0     0     0 1810 6603  4  1 95  0  0
 0  0      0    175     14    434    0    0     0     0 1116 4704  2  1 97  0  0
 0  0      0    175     14    434    0    0     0     0  964 3706  1  3 96  0  0
 0  0      0    175     14    434    0    0     0     0 1483 4804  3  2 95  0  0
 0  0      0    175     14    434    0    0     0     0 1774 6402  3  2 95  0  0
 0  0      0    175     14    434    0    0     0     0  534 1590  1  0 99  0  0
 1  0      0    175     14    434    0    0     0     0  964 2718  1  2 97  0  0
 0  0      0    175     14    434    0    0     0     0  665 2293  2  0 98  0  0
 0  0      0    175     14    434    0    0     0     0  674 2110  1  1 98  0  0
 0  0      0    175     14    434    0    0     0     0 1721 5640  4  2 94  0  0
 2  0      0    175     14    434    0    0     0    32  696 2262  2  1 97  0  0
 0  0      0    175     14    434    0    0     0     0 1225 4074  3  1 96  0  0
 0  0      0    175     14    434    0    0     0     0 1037 3215  1  1 97  0  1
 0  0      0    175     14    434    0    0     0    24  897 2917  2  0 98  0  0
 0  0      0    175     14    434    0    0     0     0 1199 4203  1  1 98  0  0
 0  0      0    175     14    434    0    0     0    12 1601 5215  3  1 96  0  0
 0  0      0    175     14    434    0    0     0     0  663 2223  2  0 98  0  0
 0  0      0    175     14    434    0    0     0     0 1068 3519  1  2 97  0  0
 0  0      0    171     14    434    0    0     0     0 1562 4264  5  2 93  0  0
 0  0      0    171     14    434    0    0     0     0  552 1771  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     4  320  855  0  0 100  0  0
 0  0      0    171     14    434    0    0     0     0  493 1532  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0 2096 6713  5  3 92  0  0
 0  0      0    171     14    434    0    0     0     0 1105 3795  3  3 94  0  0
 0  0      0    171     14    434    0    0     0     0  525 2037  0  0 100  0  0
 1  0      0    171     14    434    0    0     0     0 1195 4051  2  1 96  0  1
 0  0      0    171     14    434    0    0     0     0  907 3469  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0 1447 4906  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  747 2302  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1750 5951  3  2 95  0  0
 0  0      0    171     14    434    0    0     0     0  847 2717  2  1 97  0  0
 1  0      0    171     14    434    0    0     0     0  697 2438  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 3121 10246  4  2 94  0  0
 0  0      0    171     14    434    0    0     0     0 1679 6272  2  3 95  0  0
 0  0      0    171     14    434    0    0     0     0  563 2157  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0 1165 4201  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1488 5269  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1483 4143  5  1 94  0  0
 0  0      0    171     14    434    0    0     0     0 1508 5186  3  2 95  0  0
 1  0      0    171     14    434    0    0     0     0 1284 4092  6  2 92  0  0
 0  0      0    171     14    434    0    0     0    16  603 1527  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 2644 9843  3  3 94  0  0
 0  0      0    171     14    434    0    0     0     0  690 2257  2  0 98  0  0
 0  0      0    171     14    434    0    0     0     0  806 2632  0  2 98  0  0
 0  0      0    171     14    434    0    0     0    32  530 1741  0  0 99  0  1
 0  0      0    171     14    434    0    0     0    20  793 2434  2  0 98  0  0
 0  0      0    171     14    434    0    0     0     0  704 2334  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 1283 3775  4  2 94  0  0
 0  0      0    171     14    434    0    0     0     0 1025 2931  4  0 96  0  0
 0  0      0    171     14    434    0    0     0     0  411 1348  0  0 100  0  0
 0  0      0    171     14    434    0    0     0     4  863 2837  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  257  711  0  0 100  0  0
 0  0      0    171     14    434    0    0     0     0 1312 4379  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0 2765 8529  5  3 92  0  0
 0  0      0    171     14    434    0    0     0     0  340  962  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 1051 2978  4  1 95  0  0
 0  0      0    171     14    434    0    0     0     0 2390 7561  5  5 90  0  0
 0  0      0    171     14    434    0    0     0     0 1075 4269  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1197 3965  0  2 97  0  1
 0  0      0    171     14    434    0    0     0     0  534 1862  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0  369 1123  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0 1258 4197  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  601 2144  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 1723 6111  1  3 96  0  0
 0  0      0    171     14    434    0    0     0     0 1210 4784  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0 1335 4941  1  2 97  0  0
 1  0      0    171     14    434    0    0     0     0  464 1516  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0  508 1642  1  1 98  0  0
 1  0      0    171     14    434    0    0     0     0 1467 4677  2  3 95  0  0
 0  0      0    171     14    434    0    0     0     0 1839 6008  2  1 97  0  0
 0  0      0    171     14    434    0    0     0    16  928 3052  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0 1028 3174  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0  633 2015  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0  621 2040  1  1 98  0  0
 0  0      0    171     14    434    0    0     0    20 1202 4121  0  2 98  0  0
 0  0      0    171     14    434    0    0     0     0  829 2539  1  2 97  0  0
 0  0      0    171     14    434    0    0     0     0 1558 5295  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0  579 2013  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0 1058 3267  4  2 93  0  1
 0  0      0    171     14    434    0    0     0     0  746 1889  5  1 94  0  0
 0  0      0    171     14    434    0    0     0     4 1436 4669  3  2 95  0  0
 0  0      0    171     14    434    0    0     0     0  418 1253  0  0 100  0  0
 0  0      0    171     14    434    0    0     0     0  993 3056  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0 1518 5545  3  0 97  0  0
 0  0      0    171     14    434    0    0     0     0  747 2876  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     8  676 2575  2  0 98  0  0
 0  0      0    171     14    434    0    0     0     0 1034 4291  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  496 1774  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0 1004 4253  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  888 3296  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0 1440 5301  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1122 3624  1  3 95  0  1
 0  0      0    171     14    434    0    0     0     0 1331 4551  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  660 2048  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  909 2727  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0 1067 3591  1  2 97  0  0
 0  0      0    170     14    434    0    0     0     0  528 1825  0  1 99  0  0
 0  0      0    171     14    434    0    0     0     0  501 1651  1  0 99  0  0
 2  0      0    171     14    434    0    0     0     0 1141 3904  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0 1247 5666  1  2 97  0  0
 0  0      0    171     14    434    0    0     0    16  703 2458  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0 1475 5142  1  2 97  0  0
 0  0      0    171     14    434    0    0     0     0 1219 4231  3  3 94  0  0
 0  0      0    171     14    434    0    0     0     0  470 1649  0  1 99  0  0
 0  0      0    171     14    434    0    0     0    32  860 2799  1  2 97  0  0
 0  0      0    171     14    434    0    0     0    16 1622 5499  3  2 95  0  0
 0  0      0    171     14    434    0    0     0     0 1670 6195  3  5 92  0  0
 2  0      0    171     14    434    0    0     0     0 1755 7679  5  2 93  0  0
 0  0      0    171     14    434    0    0     0     0  807 2674  2  2 96  0  0
 0  0      0    171     14    434    0    0     0     0  824 2621  2  1 97  0  0
 0  0      0    171     14    434    0    0     0     0  491 1222  0  1 98  0  1
 0  0      0    171     14    434    0    0     0     0 1300 3555  2  0 98  0  0
 0  0      0    171     14    434    0    0     0     0  699 2470  1  1 98  0  0
 0  0      0    171     14    434    0    0     0     0  744 2684  1  0 99  0  0
 0  0      0    171     14    434    0    0     0     0  515 1611  1  1 98  0  0
 0  0      0    170     14    434    0    0     0     0  953 3294  2  1 97  0  0
 1  0      0    169     14    434    0    0     0     0 1135 3961  1  3 96  0  0
 4  0      0    170     14    434    0    0     0     0 1715 6159  2  4 94  0  0
 0  0      0    170     14    434    0    0     0     0 1733 5985  3  5 92  0  0
 0  0      0    170     14    434    0    0     0     0 1259 4619  3  0 97  0  0
 0  0      0    170     14    434    0    0     0     8  936 3807  3  2 95  0  0
 0  0      0    170     14    434    0    0     0     0  425 1542  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0  805 2885  1  1 97  0  1
 0  0      0    170     14    434    0    0     0     0 1494 5729  3  4 93  0  0
 0  0      0    170     14    434    0    0     0     0  168  430  0  0 100  0  0
 1  0      0    170     14    434    0    0     0     0  162  468  0  0 100  0  0
 0  0      0    170     14    434    0    0     0     0  206  732  1  0 99  0  0
 0  0      0    170     14    434    0    0     0     0  176  624  0  0 100  0  0
 0  0      0    169     14    434    0    0     0     0  180  707  1  0 99  0  0
 0  0      0    169     14    434    0    0     0     0  192  721  4  1 95  0  0
 1  0      0    156     14    434    0    0     0    16  308  808  6  3 91  0  0
 0  0      0    168     14    434    0    0     0     0  216  866  9  5 86  0  0
 0  0      0    168     14    434    0    0     0     0  164  663  0  0 100  0  0
 0  0      0    168     14    434    0    0     0     0  165  620  0  0 100  0  0
 0  0      0    168     14    434    0    0     0    76  206  747  0  0 99  1  0
 0  0      0    168     14    434    0    0     0     0  170  627  0  0 100  0  0
