15:34:08.084 [worker-akka.actor.default-dispatcher-2] INFO  a.e.s.Slf4jLogger  - Slf4jLogger started
2018-02-23T15:34:08.266+0000: 2.536: [Full GC (Metadata GC Threshold) 2018-02-23T15:34:08.266+0000: 2.536: [Tenured: 0K->15414K(341376K), 0.0373881 secs] 117530K->15414K(494976K), [Metaspace: 20871K->20871K(1067008K)], 0.0374521 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
Ama winner
Ama winner
15:34:08.700 [worker-akka.actor.default-dispatcher-2] INFO  a.r.a.ArteryTransport(akka://worker) akka.remote.artery.ArteryTransport(akka://worker) - Started embedded media driver in directory [/dev/shm/aeron-root-worker-6fcf9014-e1b9-4303-ba9b-e686bafb05c0]
15:34:08.922 [worker-akka.actor.default-dispatcher-2] INFO  a.r.a.ArteryTransport(akka://worker) akka.remote.artery.ArteryTransport(akka://worker) - Remoting started; listening on address: [akka://worker@172.31.47.83:5412] with UID [4888676642710604764]
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:zookeeper.version=3.4.9-1757313, built on 08/23/2016 06:50 GMT
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:host.name=ip-172-31-47-83.us-east-2.compute.internal
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.version=1.8.0_151
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.vendor=Oracle Corporation
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.class.path=lib/commons-cli-1.4.jar:lib/minlog-1.3.0.jar:lib/asm-5.0.4.jar:lib/hadoop-annotations-2.7.3.jar:lib/hadoop-auth-2.7.3.jar:lib/akka-slf4j_2.11-2.5.6.jar:lib/jersey-core-1.9.jar:lib/lz4-1.3.0.jar:lib/jackson-core-asl-1.9.13.jar:lib/aeron-client-1.3.0.jar:lib/htrace-core-3.1.0-incubating.jar:lib/xz-1.0.jar:lib/commons-httpclient-3.1.jar:lib/asm-3.1.jar:lib/commons-lang3-3.4.jar:lib/scala-library-2.11.11.jar:lib/scala-java8-compat_2.11-0.7.0.jar:lib/commons-configuration-1.6.jar:lib/objenesis-2.1.jar:lib/jackson-annotations-2.8.0.jar:lib/jsr305-3.0.0.jar:lib/curator-framework-2.7.1.jar:lib/jersey-server-1.9.jar:lib/jets3t-0.9.0.jar:lib/leveldb-0.7.jar:lib/jetty-6.1.26.jar:lib/stax-api-1.0-2.jar:lib/flamestream-core-1.0-SNAPSHOT.jar:lib/reflectasm-1.07-shaded.jar:lib/apacheds-kerberos-codec-2.0.0-M15.jar:lib/api-asn1-api-1.0.0-M20.jar:lib/commons-lang-2.6.jar:lib/commons-beanutils-1.7.0.jar:lib/jackson-xc-1.8.3.jar:lib/jetty-util-6.1.26.jar:lib/logback-classic-1.2.3.jar:lib/jool-0.9.12.jar:lib/flamestream-runtime-1.0-SNAPSHOT-tests.jar:lib/httpcore-4.1.2.jar:lib/kryo-4.0.0.jar:lib/ant-1.8.1.jar:lib/jaxb-impl-2.2.3-1.jar:lib/jersey-json-1.9.jar:lib/commons-compress-1.4.1.jar:lib/leveldbjni-all-1.8.jar:lib/paranamer-2.3.jar:lib/jackson-core-2.8.4.jar:lib/commons-math3-3.6.1.jar:lib/scala-parser-combinators_2.11-1.0.4.jar:lib/netty-3.10.6.Final.jar:lib/trove4j-3.0.3.jar:lib/jaxb-api-2.2.2.jar:lib/logback-core-1.2.3.jar:lib/snappy-java-1.0.4.1.jar:lib/protobuf-java-2.5.0.jar:lib/reactive-streams-1.0.1.jar:lib/flamestream-examples-1.0-SNAPSHOT.jar:lib/commons-codec-1.4.jar:lib/activation-1.1.jar:lib/commons-net-3.1.jar:lib/curator-recipes-2.7.1.jar:lib/jackson-mapper-asl-1.9.13.jar:lib/jackson-databind-2.8.4.jar:lib/flamestream-runtime-1.0-SNAPSHOT.jar:lib/jackson-jaxrs-1.8.3.jar:lib/slf4j-api-1.7.24.jar:lib/akka-remote_2.11-2.5.6.jar:lib/akka-testkit_2.11-2.5.6.jar:lib/jline-0.9.94.jar:lib/akka-stream_2.11-2.5.6.jar:lib/jsp-api-2.1.jar:lib/kryonet-2.21.jar:lib/akka-kryo-serialization_2.11-0.5.0.jar:lib/config-1.3.1.jar:lib/ant-launcher-1.8.1.jar:lib/commons-logging-1.2.jar:lib/ssl-config-core_2.11-0.2.2.jar:lib/testng-6.10.jar:lib/leveldb-api-0.7.jar:lib/reflectasm-1.11.3.jar:lib/jcommander-1.48.jar:lib/commons-1.1.jar:lib/commons-digester-1.8.jar:lib/minlog-1.2.jar:lib/java-xmlbuilder-0.4.jar:lib/jettison-1.1.jar:lib/gson-2.2.4.jar:lib/jdk.tools-1.8.jar:lib/aeron-driver-1.3.0.jar:lib/zookeeper-3.4.9.jar:lib/commons-beanutils-core-1.8.0.jar:lib/commons-math3-3.1.1.jar:lib/akka-actor_2.11-2.5.6.jar:lib/curator-client-2.7.1.jar:lib/servlet-api-2.5.jar:lib/apacheds-i18n-2.0.0-M15.jar:lib/commons-io-2.4.jar:lib/commons-codec-1.6.jar:lib/akka-protobuf_2.11-2.5.6.jar:lib/jdom-2.0.2.jar:lib/api-util-1.0.0-M20.jar:lib/hadoop-common-2.7.3.jar:lib/agrona-0.9.6.jar:lib/xmlenc-0.52.jar:lib/guava-21.0.jar:lib/commons-collections-3.2.2.jar:lib/avro-1.7.4.jar:lib/httpclient-4.1.2.jar:lib/flamestream-core-1.0-SNAPSHOT-tests.jar:lib/annotations-12.0.jar:lib/jsch-0.1.42.jar:flamestream-runtime-1.0-SNAPSHOT.jar
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
15:34:09.030 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.io.tmpdir=/tmp
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.compiler=<NA>
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.name=Linux
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.arch=amd64
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.version=4.4.0-1049-aws
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.name=root
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.home=/root
15:34:09.031 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.dir=/opt/flamestream
15:34:09.034 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Initiating client connection, connectString=172.31.34.147:2181 sessionTimeout=5000 watcher=com.spbsu.flamestream.runtime.application.LifecycleWatcher$$Lambda$28/2013747464@9622ca0
15:34:09.069 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Starting...
15:34:09.070 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Opening socket connection to server 172.31.34.147/172.31.34.147:2181. Will not attempt to authenticate using SASL (unknown error)
15:34:09.077 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Socket connection established to 172.31.34.147/172.31.34.147:2181, initiating session
15:34:09.084 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Session establishment complete on server 172.31.34.147/172.31.34.147:2181, sessionid = 0x161c34c66350007, negotiated timeout = 6000
15:34:09.179 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Connected to ZK
15:34:17.792 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Creating node with watchGraphs: 'com.spbsu.flamestream.core.Graph$Builder$MyGraph@3705ffdc', config: 'ClusterConfig{paths={172.31.33.155=akka://worker@172.31.33.155:5412/user/watcher/graph0000000000, 172.31.47.83=akka://worker@172.31.47.83:5412/user/watcher/graph0000000000, 172.31.39.64=akka://worker@172.31.39.64:5412/user/watcher/graph0000000000, 172.31.35.79=akka://worker@172.31.35.79:5412/user/watcher/graph0000000000, 172.31.37.101=akka://worker@172.31.37.101:5412/user/watcher/graph0000000000}, ackerLocation='172.31.35.79', props=ComputationLayout{ranges={172.31.33.155=HashRange{from=-1073741825, to=-2}, 172.31.47.83=HashRange{from=1073741821, to=2147483644}, 172.31.39.64=HashRange{from=-2147483648, to=-1073741825}, 172.31.35.79=HashRange{from=0, to=0}, 172.31.37.101=HashRange{from=-2, to=1073741821}}}}'
15:34:18.351 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph - Starting...
15:34:18.357 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/local-acker - Starting...
15:34:18.367 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/local-acker/$a - Starting...
15:34:18.889 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph - Finishing constructor
15:34:18.891 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000 - Starting...
15:34:18.892 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Starting...
15:34:18.893 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge - Starting...
15:34:18.980 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketRear  - FlameSocketGraphDeployerRear@172.31.47.83: connecting to 172.31.34.147:5678
15:34:18.987 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketRear  - FlameSocketGraphDeployerRear@172.31.47.83: connected to 172.31.34.147:5678
15:34:19.016 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$a - Starting...
15:34:19.018 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$b - Starting...
15:34:19.018 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$c - Starting...
15:34:19.020 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge/FlameSocketGraphDeployerRear - Starting...
15:34:19.028 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge/FlameSocketGraphDeployerFront - Starting...
15:34:19.030 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Requesting ticket for the frontClass FlameSocketGraphDeployerFront@172.31.47.83
15:34:19.032 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Ticket for the frontClass received: FrontTicket{allowedTimestamp=(1519400057778, FlameSocketGraphDeployerFront@172.31.47.83)}
15:34:19.034 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketFront  - FlameSocketGraphDeployerFront@172.31.47.83: connecting to 172.31.34.147:4567
15:34:19.086 [Client] INFO  c.s.f.r.e.s.SocketFront  - FlameSocketGraphDeployerFront@172.31.47.83 has been disconnected from Connection 3
2018-02-23T15:34:23.329+0000: 17.599: [GC (Allocation Failure) 2018-02-23T15:34:23.329+0000: 17.599: [DefNew: 136576K->13812K(153600K), 0.0247131 secs] 151990K->48757K(494976K), 0.0247754 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:34:31.800+0000: 26.070: [GC (Allocation Failure) 2018-02-23T15:34:31.800+0000: 26.070: [DefNew: 150388K->4549K(153600K), 0.0192147 secs] 185333K->45288K(494976K), 0.0192811 secs] [Times: user=0.01 sys=0.01, real=0.02 secs] 
2018-02-23T15:34:44.841+0000: 39.111: [GC (Allocation Failure) 2018-02-23T15:34:44.841+0000: 39.111: [DefNew: 141125K->7922K(153600K), 0.0191069 secs] 181864K->48660K(494976K), 0.0191745 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:34:57.856+0000: 52.126: [GC (Allocation Failure) 2018-02-23T15:34:57.856+0000: 52.126: [DefNew: 144498K->9614K(153600K), 0.0180742 secs] 185236K->50352K(494976K), 0.0181345 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2018-02-23T15:35:09.662+0000: 63.932: [GC (Allocation Failure) 2018-02-23T15:35:09.662+0000: 63.932: [DefNew: 146190K->9890K(153600K), 0.0251308 secs] 186928K->52919K(494976K), 0.0252000 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2018-02-23T15:35:19.534+0000: 73.804: [GC (Allocation Failure) 2018-02-23T15:35:19.534+0000: 73.804: [DefNew: 146466K->10128K(153600K), 0.0211384 secs] 189495K->55093K(494976K), 0.0212035 secs] [Times: user=0.02 sys=0.00, real=0.03 secs] 
2018-02-23T15:35:32.585+0000: 86.855: [GC (Allocation Failure) 2018-02-23T15:35:32.585+0000: 86.855: [DefNew: 146704K->10227K(153600K), 0.0211174 secs] 191669K->56860K(494976K), 0.0211858 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:35:45.658+0000: 99.928: [GC (Allocation Failure) 2018-02-23T15:35:45.658+0000: 99.928: [DefNew: 146803K->9863K(153600K), 0.0212320 secs] 193436K->58887K(494976K), 0.0212992 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:35:54.711+0000: 108.981: [GC (Allocation Failure) 2018-02-23T15:35:54.711+0000: 108.981: [DefNew: 146439K->9203K(153600K), 0.0202701 secs] 195463K->60013K(494976K), 0.0203371 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:02.568+0000: 116.838: [GC (Allocation Failure) 2018-02-23T15:36:02.568+0000: 116.838: [DefNew: 145779K->10462K(153600K), 0.0207691 secs] 196589K->63117K(494976K), 0.0208347 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:11.227+0000: 125.497: [GC (Allocation Failure) 2018-02-23T15:36:11.227+0000: 125.497: [DefNew: 147038K->9449K(153600K), 0.0202535 secs] 199693K->63970K(494976K), 0.0203164 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:23.707+0000: 137.977: [GC (Allocation Failure) 2018-02-23T15:36:23.707+0000: 137.977: [DefNew: 146025K->9996K(153600K), 0.0199178 secs] 200546K->66137K(494976K), 0.0199813 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:35.449+0000: 149.719: [GC (Allocation Failure) 2018-02-23T15:36:35.449+0000: 149.719: [DefNew: 146572K->9803K(153600K), 0.0207383 secs] 202713K->67883K(494976K), 0.0208037 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:45.584+0000: 159.854: [GC (Allocation Failure) 2018-02-23T15:36:45.584+0000: 159.854: [DefNew: 146379K->11090K(153600K), 0.0208699 secs] 204459K->70831K(494976K), 0.0209325 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:36:59.960+0000: 174.230: [GC (Allocation Failure) 2018-02-23T15:36:59.960+0000: 174.230: [DefNew: 147666K->9355K(153600K), 0.0218357 secs] 207407K->72766K(494976K), 0.0219012 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:37:16.429+0000: 190.699: [GC (Allocation Failure) 2018-02-23T15:37:16.429+0000: 190.699: [DefNew: 145905K->8537K(153600K), 0.0186653 secs] 209317K->74534K(494976K), 0.0187308 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T15:37:28.518+0000: 202.788: [GC (Allocation Failure) 2018-02-23T15:37:28.518+0000: 202.788: [DefNew: 145113K->8030K(153600K), 0.0189482 secs] 211110K->76352K(494976K), 0.0190133 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T15:37:41.284+0000: 215.554: [GC (Allocation Failure) 2018-02-23T15:37:41.284+0000: 215.554: [DefNew: 144606K->10263K(153600K), 0.0182190 secs] 212928K->78586K(494976K), 0.0182866 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:37:50.924+0000: 225.194: [GC (Allocation Failure) 2018-02-23T15:37:50.924+0000: 225.194: [DefNew: 146839K->8231K(153600K), 0.0200940 secs] 215162K->79733K(494976K), 0.0201698 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:37:59.278+0000: 233.548: [GC (Allocation Failure) 2018-02-23T15:37:59.278+0000: 233.548: [DefNew: 144807K->10184K(153600K), 0.0177027 secs] 216309K->81687K(494976K), 0.0177659 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:38:14.276+0000: 248.546: [GC (Allocation Failure) 2018-02-23T15:38:14.276+0000: 248.546: [DefNew: 146760K->11239K(153600K), 0.0219765 secs] 218263K->84529K(494976K), 0.0220412 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:38:26.101+0000: 260.371: [GC (Allocation Failure) 2018-02-23T15:38:26.101+0000: 260.371: [DefNew: 147815K->8635K(153600K), 0.0203853 secs] 221105K->85325K(494976K), 0.0204645 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:38:41.541+0000: 275.811: [GC (Allocation Failure) 2018-02-23T15:38:41.541+0000: 275.811: [DefNew: 145211K->9166K(153600K), 0.0198160 secs] 221901K->87938K(494976K), 0.0198782 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:38:54.611+0000: 288.881: [GC (Allocation Failure) 2018-02-23T15:38:54.611+0000: 288.881: [DefNew: 145742K->9515K(153600K), 0.0192435 secs] 224514K->89851K(494976K), 0.0193023 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:39:06.594+0000: 300.864: [GC (Allocation Failure) 2018-02-23T15:39:06.594+0000: 300.864: [DefNew: 146091K->9490K(153600K), 0.0197267 secs] 226427K->91858K(494976K), 0.0197905 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:39:23.293+0000: 317.563: [GC (Allocation Failure) 2018-02-23T15:39:23.293+0000: 317.563: [DefNew: 146066K->9586K(153600K), 0.0196528 secs] 228434K->94046K(494976K), 0.0197184 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:39:35.050+0000: 329.320: [GC (Allocation Failure) 2018-02-23T15:39:35.051+0000: 329.321: [DefNew: 146162K->9763K(153600K), 0.0196345 secs] 230622K->96130K(494976K), 0.0196975 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:39:44.680+0000: 338.950: [GC (Allocation Failure) 2018-02-23T15:39:44.680+0000: 338.950: [DefNew: 146339K->9182K(153600K), 0.0187404 secs] 232706K->97632K(494976K), 0.0188237 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T15:39:57.483+0000: 351.753: [GC (Allocation Failure) 2018-02-23T15:39:57.483+0000: 351.753: [DefNew: 145758K->9981K(153600K), 0.0195702 secs] 234208K->100364K(494976K), 0.0196327 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:40:10.730+0000: 365.000: [GC (Allocation Failure) 2018-02-23T15:40:10.730+0000: 365.000: [DefNew: 146557K->9812K(153600K), 0.0194091 secs] 236940K->101942K(494976K), 0.0194722 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T15:40:22.974+0000: 377.244: [GC (Allocation Failure) 2018-02-23T15:40:22.974+0000: 377.244: [DefNew: 146388K->10363K(153600K), 0.0203634 secs] 238518K->104439K(494976K), 0.0204294 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:40:36.696+0000: 390.966: [GC (Allocation Failure) 2018-02-23T15:40:36.696+0000: 390.966: [DefNew: 146939K->10364K(153600K), 0.0198620 secs] 241015K->106434K(494976K), 0.0199260 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:40:49.595+0000: 403.865: [GC (Allocation Failure) 2018-02-23T15:40:49.595+0000: 403.865: [DefNew: 146940K->10972K(153600K), 0.0209029 secs] 243010K->109105K(494976K), 0.0209682 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:41:00.630+0000: 414.900: [GC (Allocation Failure) 2018-02-23T15:41:00.630+0000: 414.900: [DefNew: 147548K->10916K(153600K), 0.0204876 secs] 245681K->110952K(494976K), 0.0205519 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:41:12.640+0000: 426.910: [GC (Allocation Failure) 2018-02-23T15:41:12.640+0000: 426.910: [DefNew: 147492K->10721K(153600K), 0.0201846 secs] 247528K->112926K(494976K), 0.0202484 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:41:27.053+0000: 441.323: [GC (Allocation Failure) 2018-02-23T15:41:27.054+0000: 441.323: [DefNew: 147297K->11312K(153600K), 0.0206473 secs] 249502K->115495K(494976K), 0.0207213 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:41:36.922+0000: 451.192: [GC (Allocation Failure) 2018-02-23T15:41:36.922+0000: 451.192: [DefNew: 147888K->7980K(153600K), 0.0197690 secs] 252071K->117734K(494976K), 0.0198407 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:41:50.323+0000: 464.593: [GC (Allocation Failure) 2018-02-23T15:41:50.323+0000: 464.593: [DefNew: 144556K->11413K(153600K), 0.0173229 secs] 254310K->121168K(494976K), 0.0173851 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T15:42:05.350+0000: 479.620: [GC (Allocation Failure) 2018-02-23T15:42:05.350+0000: 479.620: [DefNew: 147989K->10578K(153600K), 0.0193433 secs] 257744K->122466K(494976K), 0.0194173 secs] [Times: user=0.02 sys=0.01, real=0.02 secs] 
2018-02-23T15:42:18.754+0000: 493.024: [GC (Allocation Failure) 2018-02-23T15:42:18.754+0000: 493.024: [DefNew: 147154K->12322K(153600K), 0.0199010 secs] 259042K->126272K(494976K), 0.0199655 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:42:31.923+0000: 506.193: [GC (Allocation Failure) 2018-02-23T15:42:31.923+0000: 506.193: [DefNew: 148898K->8537K(153600K), 0.0209980 secs] 262848K->128874K(494976K), 0.0210660 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2018-02-23T15:42:41.803+0000: 516.073: [GC (Allocation Failure) 2018-02-23T15:42:41.803+0000: 516.073: [DefNew: 145113K->8406K(153600K), 0.0176744 secs] 265450K->131998K(494976K), 0.0177451 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:42:51.660+0000: 525.930: [GC (Allocation Failure) 2018-02-23T15:42:51.660+0000: 525.930: [DefNew: 144982K->11456K(153600K), 0.0172913 secs] 268574K->135049K(494976K), 0.0173513 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:43:03.732+0000: 538.002: [GC (Allocation Failure) 2018-02-23T15:43:03.732+0000: 538.002: [DefNew: 148032K->9009K(153600K), 0.0207731 secs] 271625K->137744K(494976K), 0.0208370 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:43:14.684+0000: 548.954: [GC (Allocation Failure) 2018-02-23T15:43:14.684+0000: 548.954: [DefNew: 145585K->8609K(153600K), 0.0178528 secs] 274320K->140929K(494976K), 0.0179300 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T15:43:23.149+0000: 557.419: [GC (Allocation Failure) 2018-02-23T15:43:23.149+0000: 557.419: [DefNew: 145185K->9022K(153600K), 0.0184997 secs] 277505K->144576K(494976K), 0.0185605 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
