14:34:41.440 [worker-akka.actor.default-dispatcher-2] INFO  a.e.s.Slf4jLogger  - Slf4jLogger started
2018-02-23T14:34:41.604+0000: 2.705: [Full GC (Metadata GC Threshold) 2018-02-23T14:34:41.604+0000: 2.705: [Tenured: 0K->15407K(341376K), 0.0369998 secs] 117531K->15407K(494976K), [Metaspace: 20875K->20875K(1067008K)], 0.0370651 secs] [Times: user=0.04 sys=0.01, real=0.03 secs] 
Ama winner
Ama winner
14:34:42.087 [worker-akka.actor.default-dispatcher-2] INFO  a.r.a.ArteryTransport(akka://worker) akka.remote.artery.ArteryTransport(akka://worker) - Started embedded media driver in directory [/dev/shm/aeron-root-worker-0b464561-9cbe-497b-8102-4157bc7de63a]
14:34:42.318 [worker-akka.actor.default-dispatcher-2] INFO  a.r.a.ArteryTransport(akka://worker) akka.remote.artery.ArteryTransport(akka://worker) - Remoting started; listening on address: [akka://worker@172.31.33.155:5412] with UID [-9221979454384842550]
14:34:42.422 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:zookeeper.version=3.4.9-1757313, built on 08/23/2016 06:50 GMT
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:host.name=ip-172-31-33-155.us-east-2.compute.internal
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.version=1.8.0_151
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.vendor=Oracle Corporation
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.class.path=lib/commons-cli-1.4.jar:lib/minlog-1.3.0.jar:lib/asm-5.0.4.jar:lib/hadoop-annotations-2.7.3.jar:lib/hadoop-auth-2.7.3.jar:lib/akka-slf4j_2.11-2.5.6.jar:lib/jersey-core-1.9.jar:lib/lz4-1.3.0.jar:lib/jackson-core-asl-1.9.13.jar:lib/aeron-client-1.3.0.jar:lib/htrace-core-3.1.0-incubating.jar:lib/xz-1.0.jar:lib/commons-httpclient-3.1.jar:lib/asm-3.1.jar:lib/commons-lang3-3.4.jar:lib/scala-library-2.11.11.jar:lib/scala-java8-compat_2.11-0.7.0.jar:lib/commons-configuration-1.6.jar:lib/objenesis-2.1.jar:lib/jackson-annotations-2.8.0.jar:lib/jsr305-3.0.0.jar:lib/curator-framework-2.7.1.jar:lib/jersey-server-1.9.jar:lib/jets3t-0.9.0.jar:lib/leveldb-0.7.jar:lib/jetty-6.1.26.jar:lib/stax-api-1.0-2.jar:lib/flamestream-core-1.0-SNAPSHOT.jar:lib/reflectasm-1.07-shaded.jar:lib/apacheds-kerberos-codec-2.0.0-M15.jar:lib/api-asn1-api-1.0.0-M20.jar:lib/commons-lang-2.6.jar:lib/commons-beanutils-1.7.0.jar:lib/jackson-xc-1.8.3.jar:lib/jetty-util-6.1.26.jar:lib/logback-classic-1.2.3.jar:lib/jool-0.9.12.jar:lib/flamestream-runtime-1.0-SNAPSHOT-tests.jar:lib/httpcore-4.1.2.jar:lib/kryo-4.0.0.jar:lib/ant-1.8.1.jar:lib/jaxb-impl-2.2.3-1.jar:lib/jersey-json-1.9.jar:lib/commons-compress-1.4.1.jar:lib/leveldbjni-all-1.8.jar:lib/paranamer-2.3.jar:lib/jackson-core-2.8.4.jar:lib/commons-math3-3.6.1.jar:lib/scala-parser-combinators_2.11-1.0.4.jar:lib/netty-3.10.6.Final.jar:lib/trove4j-3.0.3.jar:lib/jaxb-api-2.2.2.jar:lib/logback-core-1.2.3.jar:lib/snappy-java-1.0.4.1.jar:lib/protobuf-java-2.5.0.jar:lib/reactive-streams-1.0.1.jar:lib/flamestream-examples-1.0-SNAPSHOT.jar:lib/commons-codec-1.4.jar:lib/activation-1.1.jar:lib/commons-net-3.1.jar:lib/curator-recipes-2.7.1.jar:lib/jackson-mapper-asl-1.9.13.jar:lib/jackson-databind-2.8.4.jar:lib/flamestream-runtime-1.0-SNAPSHOT.jar:lib/jackson-jaxrs-1.8.3.jar:lib/slf4j-api-1.7.24.jar:lib/akka-remote_2.11-2.5.6.jar:lib/akka-testkit_2.11-2.5.6.jar:lib/jline-0.9.94.jar:lib/akka-stream_2.11-2.5.6.jar:lib/jsp-api-2.1.jar:lib/kryonet-2.21.jar:lib/akka-kryo-serialization_2.11-0.5.0.jar:lib/config-1.3.1.jar:lib/ant-launcher-1.8.1.jar:lib/commons-logging-1.2.jar:lib/ssl-config-core_2.11-0.2.2.jar:lib/testng-6.10.jar:lib/leveldb-api-0.7.jar:lib/reflectasm-1.11.3.jar:lib/jcommander-1.48.jar:lib/commons-1.1.jar:lib/commons-digester-1.8.jar:lib/minlog-1.2.jar:lib/java-xmlbuilder-0.4.jar:lib/jettison-1.1.jar:lib/gson-2.2.4.jar:lib/jdk.tools-1.8.jar:lib/aeron-driver-1.3.0.jar:lib/zookeeper-3.4.9.jar:lib/commons-beanutils-core-1.8.0.jar:lib/commons-math3-3.1.1.jar:lib/akka-actor_2.11-2.5.6.jar:lib/curator-client-2.7.1.jar:lib/servlet-api-2.5.jar:lib/apacheds-i18n-2.0.0-M15.jar:lib/commons-io-2.4.jar:lib/commons-codec-1.6.jar:lib/akka-protobuf_2.11-2.5.6.jar:lib/jdom-2.0.2.jar:lib/api-util-1.0.0-M20.jar:lib/hadoop-common-2.7.3.jar:lib/agrona-0.9.6.jar:lib/xmlenc-0.52.jar:lib/guava-21.0.jar:lib/commons-collections-3.2.2.jar:lib/avro-1.7.4.jar:lib/httpclient-4.1.2.jar:lib/flamestream-core-1.0-SNAPSHOT-tests.jar:lib/annotations-12.0.jar:lib/jsch-0.1.42.jar:flamestream-runtime-1.0-SNAPSHOT.jar
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.io.tmpdir=/tmp
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:java.compiler=<NA>
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.name=Linux
14:34:42.423 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.arch=amd64
14:34:42.424 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:os.version=4.4.0-1049-aws
14:34:42.424 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.name=root
14:34:42.425 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.home=/root
14:34:42.425 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Client environment:user.dir=/opt/flamestream
14:34:42.428 [worker-akka.actor.default-dispatcher-2] INFO  o.a.z.ZooKeeper  - Initiating client connection, connectString=172.31.34.147:2181 sessionTimeout=5000 watcher=com.spbsu.flamestream.runtime.application.LifecycleWatcher$$Lambda$28/2013747464@9622ca0
14:34:42.463 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Starting...
14:34:42.468 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Opening socket connection to server 172.31.34.147/172.31.34.147:2181. Will not attempt to authenticate using SASL (unknown error)
14:34:42.472 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Socket connection established to 172.31.34.147/172.31.34.147:2181, initiating session
14:34:42.479 [worker-akka.actor.default-dispatcher-2-SendThread(172.31.34.147:2181)] INFO  o.a.z.ClientCnxn  - Session establishment complete on server 172.31.34.147/172.31.34.147:2181, sessionid = 0x161c315e1d90007, negotiated timeout = 6000
14:34:42.574 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Connected to ZK
14:34:50.705 [worker-akka.actor.default-dispatcher-2] INFO  a.a.RepointableActorRef akka://worker/user/watcher - Creating node with watchGraphs: 'com.spbsu.flamestream.core.Graph$Builder$MyGraph@3705ffdc', config: 'ClusterConfig{paths={172.31.33.155=akka://worker@172.31.33.155:5412/user/watcher/graph0000000000, 172.31.47.83=akka://worker@172.31.47.83:5412/user/watcher/graph0000000000, 172.31.39.64=akka://worker@172.31.39.64:5412/user/watcher/graph0000000000, 172.31.35.79=akka://worker@172.31.35.79:5412/user/watcher/graph0000000000, 172.31.37.101=akka://worker@172.31.37.101:5412/user/watcher/graph0000000000}, ackerLocation='172.31.35.79', props=ComputationLayout{ranges={172.31.33.155=HashRange{from=-1073741825, to=-2}, 172.31.47.83=HashRange{from=1073741821, to=2147483644}, 172.31.39.64=HashRange{from=-2147483648, to=-1073741825}, 172.31.35.79=HashRange{from=0, to=0}, 172.31.37.101=HashRange{from=-2, to=1073741821}}}}'
14:34:51.277 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph - Starting...
14:34:51.280 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/local-acker/$a - Starting...
14:34:51.281 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/local-acker - Starting...
14:34:51.569 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph - Finishing constructor
14:34:51.571 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000 - Starting...
14:34:51.572 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Starting...
14:34:51.645 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge - Starting...
14:34:51.647 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$a - Starting...
14:34:51.647 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$b - Starting...
14:34:51.648 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/graph/$c - Starting...
14:34:51.678 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketRear  - FlameSocketGraphDeployerRear@172.31.33.155: connecting to 172.31.34.147:5678
14:34:51.685 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketRear  - FlameSocketGraphDeployerRear@172.31.33.155: connected to 172.31.34.147:5678
14:34:51.716 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge/FlameSocketGraphDeployerRear - Starting...
14:34:51.718 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/edge/FlameSocketGraphDeployerFront - Starting...
14:34:51.719 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Requesting ticket for the frontClass FlameSocketGraphDeployerFront@172.31.33.155
14:34:51.735 [worker-akka.actor.default-dispatcher-2] INFO  a.a.LocalActorRef akka://worker/user/watcher/graph0000000000/negotiator - Ticket for the frontClass received: FrontTicket{allowedTimestamp=(1519396490699, FlameSocketGraphDeployerFront@172.31.33.155)}
14:34:51.737 [worker-akka.actor.default-dispatcher-2] INFO  c.s.f.r.e.s.SocketFront  - FlameSocketGraphDeployerFront@172.31.33.155: connecting to 172.31.34.147:4567
2018-02-23T14:34:55.494+0000: 16.595: [GC (Allocation Failure) 2018-02-23T14:34:55.494+0000: 16.595: [DefNew: 136576K->14868K(153600K), 0.0258542 secs] 151983K->49807K(494976K), 0.0259298 secs] [Times: user=0.02 sys=0.01, real=0.02 secs] 
2018-02-23T14:34:57.140+0000: 18.242: [GC (Allocation Failure) 2018-02-23T14:34:57.140+0000: 18.242: [DefNew: 151444K->8819K(153600K), 0.0307513 secs] 186383K->49956K(494976K), 0.0308109 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2018-02-23T14:34:58.417+0000: 19.519: [GC (Allocation Failure) 2018-02-23T14:34:58.417+0000: 19.519: [DefNew: 145395K->7511K(153600K), 0.0276155 secs] 186532K->55077K(494976K), 0.0276833 secs] [Times: user=0.02 sys=0.00, real=0.03 secs] 
2018-02-23T14:35:02.720+0000: 23.822: [GC (Allocation Failure) 2018-02-23T14:35:02.720+0000: 23.822: [DefNew: 144087K->7331K(153600K), 0.0157423 secs] 191653K->54896K(494976K), 0.0158022 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:06.737+0000: 27.839: [GC (Allocation Failure) 2018-02-23T14:35:06.737+0000: 27.839: [DefNew: 143907K->9533K(153600K), 0.0170838 secs] 191472K->57098K(494976K), 0.0171460 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:09.816+0000: 30.918: [GC (Allocation Failure) 2018-02-23T14:35:09.816+0000: 30.918: [DefNew: 146109K->9905K(153600K), 0.0232279 secs] 193674K->59329K(494976K), 0.0232967 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:12.689+0000: 33.791: [GC (Allocation Failure) 2018-02-23T14:35:12.689+0000: 33.791: [DefNew: 146481K->10255K(153600K), 0.0210881 secs] 195905K->61855K(494976K), 0.0211703 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:16.690+0000: 37.791: [GC (Allocation Failure) 2018-02-23T14:35:16.690+0000: 37.791: [DefNew: 146831K->10182K(153600K), 0.0201356 secs] 198431K->63478K(494976K), 0.0201970 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:20.313+0000: 41.415: [GC (Allocation Failure) 2018-02-23T14:35:20.313+0000: 41.415: [DefNew: 146758K->10468K(153600K), 0.0208173 secs] 200054K->66107K(494976K), 0.0208777 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:23.295+0000: 44.397: [GC (Allocation Failure) 2018-02-23T14:35:23.295+0000: 44.397: [DefNew: 147044K->9476K(153600K), 0.0199482 secs] 202683K->67124K(494976K), 0.0200075 secs] [Times: user=0.01 sys=0.01, real=0.02 secs] 
2018-02-23T14:35:25.097+0000: 46.198: [GC (Allocation Failure) 2018-02-23T14:35:25.097+0000: 46.198: [DefNew: 146052K->12700K(153600K), 0.0235843 secs] 203700K->72260K(494976K), 0.0236446 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:28.662+0000: 49.764: [GC (Allocation Failure) 2018-02-23T14:35:28.662+0000: 49.764: [DefNew: 149276K->8757K(153600K), 0.0211567 secs] 208836K->72080K(494976K), 0.0212156 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:32.204+0000: 53.305: [GC (Allocation Failure) 2018-02-23T14:35:32.204+0000: 53.305: [DefNew: 145333K->8438K(153600K), 0.0190104 secs] 208656K->74593K(494976K), 0.0190701 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:34.671+0000: 55.773: [GC (Allocation Failure) 2018-02-23T14:35:34.671+0000: 55.773: [DefNew: 145014K->9504K(153600K), 0.0164240 secs] 211169K->75659K(494976K), 0.0164858 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:37.908+0000: 59.009: [GC (Allocation Failure) 2018-02-23T14:35:37.908+0000: 59.009: [DefNew: 146080K->10178K(153600K), 0.0194445 secs] 212235K->78135K(494976K), 0.0195056 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:41.965+0000: 63.067: [GC (Allocation Failure) 2018-02-23T14:35:41.965+0000: 63.067: [DefNew: 146754K->10729K(153600K), 0.0206283 secs] 214711K->80408K(494976K), 0.0206854 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:47.266+0000: 68.368: [GC (Allocation Failure) 2018-02-23T14:35:47.266+0000: 68.368: [DefNew: 147305K->8267K(153600K), 0.0205310 secs] 216984K->82011K(494976K), 0.0205990 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:51.392+0000: 72.494: [GC (Allocation Failure) 2018-02-23T14:35:51.392+0000: 72.494: [DefNew: 144843K->10432K(153600K), 0.0178808 secs] 218587K->84176K(494976K), 0.0179431 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:55.187+0000: 76.289: [GC (Allocation Failure) 2018-02-23T14:35:55.187+0000: 76.289: [DefNew: 147008K->10502K(153600K), 0.0209746 secs] 220752K->86149K(494976K), 0.0210361 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:35:58.362+0000: 79.463: [GC (Allocation Failure) 2018-02-23T14:35:58.362+0000: 79.464: [DefNew: 147078K->8903K(153600K), 0.0214856 secs] 222725K->87962K(494976K), 0.0215509 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:02.142+0000: 83.244: [GC (Allocation Failure) 2018-02-23T14:36:02.142+0000: 83.244: [DefNew: 145479K->9184K(153600K), 0.0199601 secs] 224538K->90290K(494976K), 0.0200245 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:06.436+0000: 87.538: [GC (Allocation Failure) 2018-02-23T14:36:06.436+0000: 87.538: [DefNew: 145760K->9107K(153600K), 0.0197696 secs] 226866K->92312K(494976K), 0.0198321 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:10.786+0000: 91.888: [GC (Allocation Failure) 2018-02-23T14:36:10.786+0000: 91.888: [DefNew: 145683K->9017K(153600K), 0.0195699 secs] 228888K->94458K(494976K), 0.0196305 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:15.612+0000: 96.714: [GC (Allocation Failure) 2018-02-23T14:36:15.613+0000: 96.714: [DefNew: 145593K->9086K(153600K), 0.0184868 secs] 231034K->96483K(494976K), 0.0185605 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:19.582+0000: 100.684: [GC (Allocation Failure) 2018-02-23T14:36:19.582+0000: 100.684: [DefNew: 145662K->8921K(153600K), 0.0191451 secs] 233059K->98389K(494976K), 0.0192082 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2018-02-23T14:36:23.591+0000: 104.693: [GC (Allocation Failure) 2018-02-23T14:36:23.591+0000: 104.693: [DefNew: 145497K->9621K(153600K), 0.0194526 secs] 234965K->100946K(494976K), 0.0195160 secs] [Times: user=0.02 sys=0.01, real=0.02 secs] 
2018-02-23T14:36:28.052+0000: 109.154: [GC (Allocation Failure) 2018-02-23T14:36:28.052+0000: 109.154: [DefNew: 146197K->10152K(153600K), 0.0200140 secs] 237522K->103433K(494976K), 0.0200770 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:31.872+0000: 112.974: [GC (Allocation Failure) 2018-02-23T14:36:31.872+0000: 112.974: [DefNew: 146728K->10014K(153600K), 0.0197255 secs] 240009K->105299K(494976K), 0.0197902 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:35.472+0000: 116.574: [GC (Allocation Failure) 2018-02-23T14:36:35.472+0000: 116.574: [DefNew: 146590K->10059K(153600K), 0.0203565 secs] 241875K->107668K(494976K), 0.0204388 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:39.920+0000: 121.022: [GC (Allocation Failure) 2018-02-23T14:36:39.920+0000: 121.022: [DefNew: 146635K->10272K(153600K), 0.0198543 secs] 244244K->109874K(494976K), 0.0199225 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:44.544+0000: 125.646: [GC (Allocation Failure) 2018-02-23T14:36:44.544+0000: 125.646: [DefNew: 146848K->10738K(153600K), 0.0207387 secs] 246450K->112276K(494976K), 0.0208156 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:48.863+0000: 129.965: [GC (Allocation Failure) 2018-02-23T14:36:48.863+0000: 129.965: [DefNew: 147314K->11093K(153600K), 0.0213478 secs] 248852K->114856K(494976K), 0.0214122 secs] [Times: user=0.02 sys=0.01, real=0.02 secs] 
2018-02-23T14:36:52.532+0000: 133.634: [GC (Allocation Failure) 2018-02-23T14:36:52.532+0000: 133.634: [DefNew: 147669K->10802K(153600K), 0.0209549 secs] 251432K->116957K(494976K), 0.0210176 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:36:56.196+0000: 137.298: [GC (Allocation Failure) 2018-02-23T14:36:56.196+0000: 137.298: [DefNew: 147378K->10707K(153600K), 0.0199241 secs] 253533K->119075K(494976K), 0.0199869 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:00.404+0000: 141.506: [GC (Allocation Failure) 2018-02-23T14:37:00.404+0000: 141.506: [DefNew: 147283K->10834K(153600K), 0.0201649 secs] 255651K->121304K(494976K), 0.0202277 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:04.523+0000: 145.625: [GC (Allocation Failure) 2018-02-23T14:37:04.523+0000: 145.625: [DefNew: 147410K->12135K(153600K), 0.0225129 secs] 257880K->124535K(494976K), 0.0225780 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:09.077+0000: 150.179: [GC (Allocation Failure) 2018-02-23T14:37:09.077+0000: 150.179: [DefNew: 148711K->7929K(153600K), 0.0209373 secs] 261111K->126139K(494976K), 0.0210118 secs] [Times: user=0.02 sys=0.01, real=0.02 secs] 
2018-02-23T14:37:13.597+0000: 154.699: [GC (Allocation Failure) 2018-02-23T14:37:13.597+0000: 154.699: [DefNew: 144505K->11307K(153600K), 0.0174792 secs] 262715K->129517K(494976K), 0.0175401 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:18.107+0000: 159.209: [GC (Allocation Failure) 2018-02-23T14:37:18.107+0000: 159.209: [DefNew: 147883K->10988K(153600K), 0.0202683 secs] 266093K->131527K(494976K), 0.0203348 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:22.310+0000: 163.412: [GC (Allocation Failure) 2018-02-23T14:37:22.310+0000: 163.412: [DefNew: 147564K->13248K(153600K), 0.0221443 secs] 268103K->136001K(494976K), 0.0222051 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:25.672+0000: 166.774: [GC (Allocation Failure) 2018-02-23T14:37:25.672+0000: 166.774: [DefNew: 149824K->8394K(153600K), 0.0212341 secs] 272577K->138357K(494976K), 0.0213037 secs] [Times: user=0.02 sys=0.00, real=0.03 secs] 
2018-02-23T14:37:28.916+0000: 170.018: [GC (Allocation Failure) 2018-02-23T14:37:28.916+0000: 170.018: [DefNew: 144970K->11480K(153600K), 0.0179052 secs] 274933K->141442K(494976K), 0.0179663 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:32.792+0000: 173.894: [GC (Allocation Failure) 2018-02-23T14:37:32.792+0000: 173.894: [DefNew: 148056K->12512K(153600K), 0.0227665 secs] 278018K->144479K(494976K), 0.0228290 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2018-02-23T14:37:35.912+0000: 177.014: [GC (Allocation Failure) 2018-02-23T14:37:35.912+0000: 177.014: [DefNew: 149088K->8703K(153600K), 0.0215931 secs] 281055K->146746K(494976K), 0.0216584 secs] [Times: user=0.02 sys=0.00, real=0.03 secs] 
2018-02-23T14:37:39.092+0000: 180.194: [GC (Allocation Failure) 2018-02-23T14:37:39.092+0000: 180.194: [DefNew: 145279K->8761K(153600K), 0.0186149 secs] 283322K->150367K(494976K), 0.0186739 secs] [Times: user=0.02 sys=0.00, real=0.02 secs] 
2018-02-23T14:37:42.407+0000: 183.509: [GC (Allocation Failure) 2018-02-23T14:37:42.407+0000: 183.509: [DefNew: 145337K->9095K(153600K), 0.0187687 secs] 286943K->154132K(494976K), 0.0188334 secs] [Times: user=0.01 sys=0.00, real=0.02 secs] 
